Timestamp,Raw,Temp
164,606.00,2.96,145.32,907.00,4.43,781.90
165,606.00,2.96,145.32,907.00,4.43,781.90
166,606.00,2.96,145.32,908.00,4.44,789.57
167,607.00,2.97,145.91,907.00,4.43,781.90
168,607.00,2.97,145.91,907.00,4.43,781.90
169,606.00,2.96,145.32,907.00,4.43,781.90
170,606.00,2.96,145.32,907.00,4.43,781.90
171,607.00,2.97,145.91,908.00,4.44,789.57
172,607.00,2.97,145.91,907.00,4.43,781.90
173,607.00,2.97,145.91,908.00,4.44,789.57
174,607.00,2.97,145.91,908.00,4.44,789.57
175,607.00,2.97,145.91,908.00,4.44,789.57
176,607.00,2.97,145.91,908.00,4.44,789.57
177,607.00,2.97,145.91,908.00,4.44,789.57
178,608.00,2.97,146.51,908.00,4.44,789.57
179,608.00,2.97,146.51,908.00,4.44,789.57
180,608.00,2.97,146.51,908.00,4.44,789.57
181,608.00,2.97,146.51,908.00,4.44,789.57
182,608.00,2.97,146.51,908.00,4.44,789.57
183,608.00,2.97,146.51,908.00,4.44,789.57
184,608.00,2.97,146.51,908.00,4.44,789.57
185,608.00,2.97,146.51,908.00,4.44,789.57
186,608.00,2.97,146.51,908.00,4.44,789.57
187,608.00,2.97,146.51,908.00,4.44,789.57
188,608.00,2.97,146.51,908.00,4.44,789.57
189,608.00,2.97,146.51,908.00,4.44,789.57
190,608.00,2.97,146.51,908.00,4.44,789.57
191,608.00,2.97,146.51,908.00,4.44,789.57
192,608.00,2.97,146.51,908.00,4.44,789.57
193,608.00,2.97,146.51,908.00,4.44,789.57
194,608.00,2.97,146.51,908.00,4.44,789.57
195,608.00,2.97,146.51,908.00,4.44,789.57
196,608.00,2.97,146.51,908.00,4.44,789.57
197,608.00,2.97,146.51,908.00,4.44,789.57
198,608.00,2.97,146.51,908.00,4.44,789.57
199,608.00,2.97,146.51,908.00,4.44,789.57
200,608.00,2.97,146.51,908.00,4.44,789.57
201,608.00,2.97,146.51,908.00,4.44,789.57
202,608.00,2.97,146.51,908.00,4.44,789.57
203,608.00,2.97,146.51,908.00,4.44,789.57
204,608.00,2.97,146.51,908.00,4.44,789.57
205,608.00,2.97,146.51,907.00,4.43,781.90
206,608.00,2.97,146.51,907.00,4.43,781.90
207,608.00,2.97,146.51,907.00,4.43,781.90
208,608.00,2.97,146.51,908.00,4.44,789.57
209,608.00,2.97,146.51,907.00,4.43,781.90
210,608.00,2.97,146.51,908.00,4.44,789.57
211,608.00,2.97,146.51,908.00,4.44,789.57
212,608.00,2.97,146.51,908.00,4.44,789.57
213,608.00,2.97,146.51,908.00,4.44,789.57
214,608.00,2.97,146.51,908.00,4.44,789.57
215,608.00,2.97,146.51,908.00,4.44,789.57
216,608.00,2.97,146.51,908.00,4.44,789.57
217,608.00,2.97,146.51,908.00,4.44,789.57
218,608.00,2.97,146.51,908.00,4.44,789.57
219,608.00,2.97,146.51,908.00,4.44,789.57
220,608.00,2.97,146.51,908.00,4.44,789.57
221,608.00,2.97,146.51,908.00,4.44,789.57
222,608.00,2.97,146.51,908.00,4.44,789.57
223,608.00,2.97,146.51,908.00,4.44,789.57
224,608.00,2.97,146.51,908.00,4.44,789.57
225,608.00,2.97,146.51,908.00,4.44,789.57
226,608.00,2.97,146.51,908.00,4.44,789.57
227,608.00,2.97,146.51,908.00,4.44,789.57
228,608.00,2.97,146.51,908.00,4.44,789.57
229,608.00,2.97,146.51,908.00,4.44,789.57
230,608.00,2.97,146.51,908.00,4.44,789.57
231,608.00,2.97,146.51,908.00,4.44,789.57
232,608.00,2.97,146.51,908.00,4.44,789.57
233,608.00,2.97,146.51,908.00,4.44,789.57
234,608.00,2.97,146.51,908.00,4.44,789.57
235,608.00,2.97,146.51,908.00,4.44,789.57
236,608.00,2.97,146.51,907.00,4.43,781.90
237,608.00,2.97,146.51,908.00,4.44,789.57
238,609.00,2.98,147.10,908.00,4.44,789.57
239,609.00,2.98,147.10,908.00,4.44,789.57
